---,TimeStamp,Value,Parameter,TimeseriesID
27097,"2025-05-13 15:00:00","6.54644992","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27098,"2025-05-13 15:15:00","6.5462","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27099,"2025-05-13 15:30:00","6.54649536","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27100,"2025-05-13 15:45:00","6.5467112","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27101,"2025-05-13 16:00:00","6.54654648","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27102,"2025-05-13 16:15:00","6.54647264","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27103,"2025-05-13 16:30:00","6.54644992","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27104,"2025-05-13 16:45:00","6.54646696","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27105,"2025-05-13 17:00:00","6.54654648","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27106,"2025-05-13 17:15:00","6.5465692","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27107,"2025-05-13 17:30:00","6.54660328","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27108,"2025-05-13 17:45:00","6.54651808","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27109,"2025-05-13 18:00:00","6.54651808","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27110,"2025-05-13 18:15:00","6.54644424","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27111,"2025-05-13 18:30:00","6.54278064","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27112,"2025-05-13 18:45:00","6.54303624","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27113,"2025-05-13 19:00:00","6.54355312","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27114,"2025-05-13 19:15:00","6.54174688","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27115,"2025-05-13 19:30:00","6.53984408","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27116,"2025-05-13 19:45:00","6.53984408","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27117,"2025-05-13 20:00:00","6.53599304","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27118,"2025-05-13 20:15:00","6.53599304","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27119,"2025-05-13 20:30:00","6.53599304","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27120,"2025-05-13 20:45:00","6.53599304","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27121,"2025-05-13 21:00:00","6.53599304","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27122,"2025-05-13 21:15:00","6.532142","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27123,"2025-05-13 21:30:00","6.532142","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27124,"2025-05-13 21:45:00","6.532142","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27125,"2025-05-13 22:00:00","6.532142","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27126,"2025-05-13 22:15:00","6.52829096","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27127,"2025-05-13 22:30:00","6.52829096","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27128,"2025-05-13 22:45:00","6.52829096","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27129,"2025-05-13 23:00:00","6.52829096","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27130,"2025-05-13 23:15:00","6.52840456","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27131,"2025-05-13 23:30:00","6.52852952","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27132,"2025-05-13 23:45:00","6.5291032","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27133,"2025-05-14 00:00:00","6.52931904","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27134,"2025-05-14 00:15:00","6.52939288","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27135,"2025-05-14 00:30:00","6.52939856","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27136,"2025-05-14 00:45:00","6.52939856","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27137,"2025-05-14 01:00:00","6.52939856","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27138,"2025-05-14 01:15:00","6.52564976","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27139,"2025-05-14 01:30:00","6.52578608","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27140,"2025-05-14 01:45:00","6.5260076","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27141,"2025-05-14 02:00:00","6.52573496","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27142,"2025-05-14 02:15:00","6.52582016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27143,"2025-05-14 02:30:00","6.52580312","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27144,"2025-05-14 02:45:00","6.52568384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27145,"2025-05-14 03:00:00","6.52201456","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27146,"2025-05-14 03:15:00","6.5218612","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27147,"2025-05-14 03:30:00","6.51994136","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27148,"2025-05-14 03:45:00","6.51795904","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27149,"2025-05-14 04:00:00","6.51784544","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27150,"2025-05-14 04:15:00","6.51784544","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27151,"2025-05-14 04:30:00","6.51784544","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27152,"2025-05-14 04:45:00","6.51784544","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27153,"2025-05-14 05:00:00","6.51784544","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27154,"2025-05-14 05:15:00","6.51783976","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27155,"2025-05-14 05:30:00","6.51783976","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27156,"2025-05-14 05:45:00","6.51783976","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27157,"2025-05-14 06:00:00","6.51793064","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27158,"2025-05-14 06:15:00","6.51785112","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27159,"2025-05-14 06:30:00","6.51823736","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27160,"2025-05-14 06:45:00","6.51820896","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27161,"2025-05-14 07:00:00","6.51847592","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27162,"2025-05-14 07:15:00","6.51869744","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27163,"2025-05-14 07:30:00","6.51866904","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27164,"2025-05-14 07:45:00","6.51874288","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27165,"2025-05-14 08:00:00","6.51849296","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27166,"2025-05-14 08:15:00","6.51812944","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27167,"2025-05-14 08:30:00","6.517942","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27168,"2025-05-14 08:45:00","6.5178568","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27169,"2025-05-14 09:00:00","6.51772616","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27170,"2025-05-14 09:15:00","6.51681736","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27171,"2025-05-14 09:30:00","6.51674352","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27172,"2025-05-14 09:45:00","6.51674352","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27173,"2025-05-14 10:00:00","6.51674352","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27174,"2025-05-14 10:15:00","6.51674352","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27175,"2025-05-14 10:30:00","6.51674352","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27176,"2025-05-14 10:45:00","6.51821464","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27177,"2025-05-14 11:00:00","6.5178284","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27178,"2025-05-14 11:15:00","6.51766936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27179,"2025-05-14 11:30:00","6.51925976","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27180,"2025-05-14 11:45:00","6.51855544","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27181,"2025-05-14 12:00:00","6.51645384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27182,"2025-05-14 12:15:00","6.51837936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27183,"2025-05-14 12:30:00","6.51837936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27184,"2025-05-14 12:45:00","6.51837936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27185,"2025-05-14 13:00:00","6.51837936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27186,"2025-05-14 13:15:00","6.51837936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27187,"2025-05-14 13:30:00","6.51837936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27188,"2025-05-14 13:45:00","6.51837936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27189,"2025-05-14 14:00:00","6.51837936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27190,"2025-05-14 14:15:00","6.51837936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27191,"2025-05-14 14:30:00","6.51837936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27192,"2025-05-14 14:45:00","6.51837936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27193,"2025-05-14 15:00:00","6.51837936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27194,"2025-05-14 15:15:00","6.51837936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27195,"2025-05-14 15:30:00","6.51837936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27196,"2025-05-14 15:45:00","6.51837936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27197,"2025-05-14 16:00:00","6.51837936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27198,"2025-05-14 16:15:00","6.51837936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27199,"2025-05-14 16:30:00","6.51837936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27200,"2025-05-14 16:45:00","6.51837936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27201,"2025-05-14 17:00:00","6.51645384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27202,"2025-05-14 17:15:00","6.51645384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27203,"2025-05-14 17:30:00","6.51645384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27204,"2025-05-14 17:45:00","6.51452832","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27205,"2025-05-14 18:00:00","6.51645384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27206,"2025-05-14 18:15:00","6.51458512","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27207,"2025-05-14 18:30:00","6.51645384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27208,"2025-05-14 18:45:00","6.51660152","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27209,"2025-05-14 19:00:00","6.5148464","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27210,"2025-05-14 19:15:00","6.515528","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27211,"2025-05-14 19:30:00","6.51577224","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27212,"2025-05-14 19:45:00","6.51761824","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27213,"2025-05-14 20:00:00","6.51597672","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27214,"2025-05-14 20:15:00","6.51570408","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27215,"2025-05-14 20:30:00","6.51564728","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27216,"2025-05-14 20:45:00","6.51573248","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27217,"2025-05-14 21:00:00","6.51585744","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27218,"2025-05-14 21:15:00","6.51585176","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27219,"2025-05-14 21:30:00","6.51567568","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27220,"2025-05-14 21:45:00","6.51567568","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27221,"2025-05-14 22:00:00","6.51574384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27222,"2025-05-14 22:15:00","6.51193256","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27223,"2025-05-14 22:30:00","6.5118928","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27224,"2025-05-14 22:45:00","6.51201208","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27225,"2025-05-14 23:00:00","6.51260848","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27226,"2025-05-14 23:15:00","6.51281296","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27227,"2025-05-14 23:30:00","6.5128868","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27228,"2025-05-14 23:45:00","6.51288112","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27229,"2025-05-15 00:00:00","6.5128868","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27230,"2025-05-15 00:15:00","6.5128868","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27231,"2025-05-15 00:30:00","6.5128868","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27232,"2025-05-15 00:45:00","6.5128868","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27233,"2025-05-15 01:00:00","6.50903576","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27234,"2025-05-15 01:15:00","6.50903576","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27235,"2025-05-15 01:30:00","6.50903576","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27236,"2025-05-15 01:45:00","6.50903576","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27237,"2025-05-15 02:00:00","6.50903576","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27238,"2025-05-15 02:15:00","6.50518472","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27239,"2025-05-15 02:30:00","6.50538352","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27240,"2025-05-15 02:45:00","6.50607648","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27241,"2025-05-15 03:00:00","6.50628096","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27242,"2025-05-15 03:15:00","6.50628664","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27243,"2025-05-15 03:30:00","6.50633208","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27244,"2025-05-15 03:45:00","6.50671264","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27245,"2025-05-15 04:00:00","6.50725792","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27246,"2025-05-15 04:15:00","6.50736016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27247,"2025-05-15 04:30:00","6.50738856","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27248,"2025-05-15 04:45:00","6.50738856","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27249,"2025-05-15 05:00:00","6.50738856","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27250,"2025-05-15 05:15:00","6.50738856","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27251,"2025-05-15 05:30:00","6.50738856","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27252,"2025-05-15 05:45:00","6.50738856","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27253,"2025-05-15 06:00:00","6.50738856","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27254,"2025-05-15 06:15:00","6.50738856","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27255,"2025-05-15 06:30:00","6.50738856","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27256,"2025-05-15 06:45:00","6.50738856","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27257,"2025-05-15 07:00:00","6.50738856","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27258,"2025-05-15 07:15:00","6.50738856","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27259,"2025-05-15 07:30:00","6.50717272","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27260,"2025-05-15 07:45:00","6.50698528","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27261,"2025-05-15 08:00:00","6.50677512","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27262,"2025-05-15 08:15:00","6.50640024","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27263,"2025-05-15 08:30:00","6.50628664","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27264,"2025-05-15 08:45:00","6.50628664","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27265,"2025-05-15 09:00:00","6.50628664","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27266,"2025-05-15 09:15:00","6.50628664","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27267,"2025-05-15 09:30:00","6.50625824","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27268,"2025-05-15 09:45:00","6.50571296","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27269,"2025-05-15 10:00:00","6.50549712","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27270,"2025-05-15 10:15:00","6.50523584","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27271,"2025-05-15 10:30:00","6.50519608","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27272,"2025-05-15 10:45:00","6.50518472","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27273,"2025-05-15 11:00:00","6.50518472","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27274,"2025-05-15 11:15:00","6.50711592","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27275,"2025-05-15 11:30:00","6.50518472","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27276,"2025-05-15 11:45:00","6.50518472","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27277,"2025-05-15 12:00:00","6.50518472","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27278,"2025-05-15 12:15:00","6.50518472","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27279,"2025-05-15 12:30:00","6.50518472","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27280,"2025-05-15 12:45:00","6.50515064","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27281,"2025-05-15 13:00:00","6.50507112","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27282,"2025-05-15 13:15:00","6.50507112","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27283,"2025-05-15 13:30:00","6.50508816","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
27284,"2025-05-15 13:45:00","6.50511088","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
